SampleId	GROUP	Year	Image#	Group#	NObj	Type	AvgLumenArea	AvgLumenLength	AvgLumenWidth	AvgHorizontalPosition	AvgVerticalPosition	AvgLumenPerimeter	AvgLumenFormCoefficient	AvgLumenL/W	TotLumenArea	TotLumenLength	TotLumenWidth	TotLumenPerimeter	
2_dekD_1	CELL	2014	1	14	0	V	867.0000	32.3000	28.9000	295.2843	6720.0490	9.3500	102.0000	143.6500	114.8184	0.8264	1.1176	
2_dekD_1	CELL	2014	1	15	0	V	407.4900	18.7000	23.8000	293.8589	5577.1574	45.9000	9.3500	73.9500	79.7891	0.8043	0.7857	
2_dekD_1	CELL	2014	1	16	0	V	1023.0600	35.7000	35.7000	310.7062	6284.2037	21.2500	73.1000	130.0500	122.6027	0.8553	1.0000	
2_dekD_1	CELL	2014	1	17	0	V	479.7400	22.1000	23.8000	305.7645	5317.6410	37.4000	79.9000	139.4000	83.6812	0.8609	0.9286	
2_dekD_1	CELL	2014	1	18	0	V	1173.3400	37.4000	39.1000	317.9293	5016.9429	12.7500	98.6000	148.7500	134.2792	0.8177	0.9565	
2_dekD_1	CELL	2014	1	19	0	V	1491.2400	45.9000	27.2000	337.2326	5405.8188	20.4000	87.5500	153.8500	198.4997	0.4756	1.6875	
2_dekD_1	CELL	2014	1	20	0	V	1057.7400	27.2000	40.8000	334.3658	5576.8732	9.3500	5.9500	42.5000	134.2792	0.7372	0.6667	
2_dekD_1	CELL	2014	1	21.1	0	V	1268.7100	5.9500	13.6000	354.7482	6541.4335	1.7000	2.5500	10.2000	233.5290	0.1462	0.4375	
2_dekD_1	CELL	2014	1	21.2	0	V	1268.7100	5.9500	13.6000	354.7482	6541.4335	1.7000	2.5500	10.2000	233.5290	0.1462	0.4375	
2_dekD_1	CELL	2014	1	22	0	V	312.1200	13.6000	23.8000	327.2815	5695.9759	36.5500	10.2000	60.3500	72.0048	0.7565	0.5714	
2_dekD_1	CELL	2014	1	23	0	V	2135.7100	52.7000	45.9000	361.9390	6081.3256	82.4500	5.1000	140.2500	192.6614	0.7230	1.1481	
2_dekD_1	CELL	2014	1	24	0	V	1809.1400	45.9000	44.2000	359.2187	5862.5641	79.9000	4.2500	130.0500	175.1468	0.7411	1.0385	
